Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Tampara Lake,OD_Ganjam_TamparaLake,Odisha,Ganjam,Chatarpur,19.3531,85.0013,Dams & Water Reservoirs,One of the Largest Lakes of the state,"Tampara Lake is one of the biggest fresh water lakes in the State. The wonderful lake and the close by Chilika Lagoon feature the natural decent variety Odisha is honored with. While Tampara is a new water lake, Chilika is a salty water tidal pond. The way that Tampara is for the most part disconnected adds to its novelty.Although the mouth of the lake is available to Bay of Bengal yet the flavor of the water is not likely pungent.",The boat club named Tampara Boat Club provides boating and water sports facility.,https://i.imgur.com/N43dLDZ.jpg,https://i.imgur.com/hyLcsGi.jpg https://i.imgur.com/Fa8qGoB.jpg https://i.imgur.com/49m9Odn.jpg https://i.imgur.com/e3UyeAp.jpg
Maa Tara Tarini Shakti Peetha,OD_Ganjam_MaaTaraTariniShaktiPeetha,Odisha,Ganjam,Purushottampur,19.4889,84.8991,Religious Sites,A Temple of Hindu Goddesh Shakti  at the top of the hill,Taratarini Temple on the head of Kumari slopes at the bank of the River Rushikulya in Ganjam dist is venerated as the Breast Shrine (Sthana Peetha) and appearances of Adi Shakti. The Tara Tarini Shakti Peetha is one of the most seasoned journey habitats of the Mother Goddess and is one of four significant antiquated Tantra Peetha and Shakti Peethas in India. Both flight of stairs and engine vehicle way is accessible to arrive at the goal from the foot of the slope.,"As per the Puranas the birthplace of Maa Tara Tarini is legitimately credited to Daksha Prajapati's Jagna in Satya Yuga. The renowned Shakta Peethas of Bimala, Tara-Tarini, Dakshina Kalika and Kamakshi began from the appendages of the awesome carcass of Devi Sati. :Sacrosanct writings like the Shiva Purana, the Kalika Purana, the Devi Bhagabat (a contemporary book of the Mahabharata composed by Shri Vyasa Dev around 6000 years prior) bear witness to this reality.",https://i.imgur.com/NeNkZ9M.jpg,https://i.imgur.com/I8sttvv.jpg https://i.imgur.com/GI1XDnW.jpg https://i.imgur.com/6EiKGre.jpg https://i.imgur.com/HRJLYFw.jpg
Maa Siddha Bhairabi and Jagannath Temple,OD_Ganjam_MaaSiddhaBhairabiAndJagannathTemple,Odisha,Ganjam,Mantridi,19.1869,84.7691,Religious Sites,A hindu Goddess temple acompanied with Jagannath any many Other Gods,"The managing divinity is the goddess Bhairavi. Cut in rough style, the symbol highlights one leg and four hands. It is said that this symbol was uncovered from a furrowed field. The sanctuary houses 108 sub altars committed to every Hindu god present from Kashmir to Kanyakumari like the 12 jyotirlingas, Vaishno Devi, Dashavatara, Venkateshwara, Ranganatha, Meenakshi, Badrinath.A huge place of worship is additionally present which houses Lord Jagannath alongside his kin.",It is said that this idol was excavated from a ploughed field and was enshrined as such in a new temple in 1937. :It is accepted that toward the finish of Kaliyuga Bhairavi devi will go with Kalki Avatar in reestablishing Dharma. All the Sankranti days in every month of the Hindu Calendar and Tuesdays are considered auspicious here.,https://i.imgur.com/MbEEsRC.jpg,https://i.imgur.com/dQnylWi.jpg https://i.imgur.com/vJAELwM.jpg https://i.imgur.com/RKcaqA4.jpg
Maa Mahurikalua Temple,OD_Ganjam_MaaMahurikaluaTemple,Odisha,Ganjam,Purushottampur,19.3392,84.7109,Religious Sites,Famous picnic spot and a temple of goddess Mahuri kalua located at the center of the town,"As and when the urban people of Ganjam are browned of an inclement atmosphere, generally, opt to visit Goddess Mahurikalua, Having a shapely visage, smeared with red Leo and decorated peacock tails. This picnic spot of unrivalled ambience of seclusion allures good number of tourists.",Basic facilities available for picnic but you need to arrange for proper. Must visit the original place of Maa Mahurikalua which is situated over the hill.,https://i.imgur.com/YamL9ec.jpg,https://i.imgur.com/5bO0NHj.jpg https://i.imgur.com/g1W7gbf.jpg https://i.imgur.com/UN8mDMg.jpg
Gopalpur Beach,OD_Ganjam_GopalpurBeach,Odisha,Ganjam,Gopalpur,19.2547,84.9059,Port & Sea Beach,One of the Cleanest beach of the country,"It is the best spot to take a calm second to yourself and a walk around the shore is very rejuvenating.As the sea shore is east-bound, the dawn and nightfalls are spectacular.The ocean is excessively unpleasant for swimming, henceforth we encourage you not to indulge.The casuarina forests that line up the sun kissed sea shore makes for captivating sight. The sea shore is generally disconnected and one of the cleanest sea shores in the country.Boat ride office available.","During old occasions, Gopalpur filled in as a significant port for the sailors of old Kalinga. In any event, during the World War – I, it was a significant military port where officers used to set out on an excursion to Burma. Gopalpur was where the principal ever present day inn was worked in Odisha and likely the first historically speaking sea shore resort of the nation. :The Palm Beach Resort was worked in 1914 by an Italian man of his word by the name of Signor Maglioni to take into account the vendors and agents. :The lodging was purchased by the Oberoi gathering of inns in 1948 in what was the gathering's first endeavor into the cordiality business. As of now the lodging is possessed by the Mayfair Group of Hotels.",https://i.imgur.com/YW6kacP.jpg,https://i.imgur.com/Il5Jvae.jpg https://i.imgur.com/9rPrUQj.jpg https://i.imgur.com/lzW2Upj.jpg https://i.imgur.com/VTVNiXv.jpg https://i.imgur.com/FHyyG3c.jpg
Ghodahada Dam,OD_Ganjam_GhodahadaDam,Odisha,Ganjam,Digapahandi,19.2852,84.4461,Dams & Water Reservoirs,One of the biggest dams built for irrigation Purpose,"This delightful repository encompassed by mountains from three sides is a significant crocodile protection focus. According to the most recent statistics there are thirty nine muggers in the dam and sixteen more in the encompassing territories, making it a sum of fifty five muggers in the region.The dam was worked over an old stronghold – the Vijaynagar Fort-the rooftop head of the lowered sanctuary of the fortification is obvious and adds character to the dam.","There is a myth to this extremely eccentric name given to the spot once a lord went ahead a visit to the spot, while bouncing over a waterway, his pony fell and broke its bones, disappointed the ruler named this spot Ghodahada-the name has stayed this years.",https://i.imgur.com/0JHdfQp.jpg,https://i.imgur.com/0JHdfQp.jpg
Buddhakhol,OD_Ganjam_Buddhakhol,Odisha,Ganjam,Buguda,20.5659,83.8486,Religious Sites,Hill station for picnic  with Lord Shiva temple,"Budhakhol is broadly known for its Buddhist culture. Various Buddhist stays found at the spot which gives the impression about Buddhist settlement at the spot. The principle fascination purpose of this spot is the blend of caverns, wildernesses and water falls, alongside it the mix of bundle of five sanctuaries makes the spot an absolute necessity visit for travelers too.At the highest piece of the slopes a perpetual stream shapes a cascade, named Panjuria.","The name of the spot Budhakhol is gotten from Badhesvara, which implies Buddha in pondering position. It is firmly accepted that Buddha visited the spot. :Huentsang additionally visited the spot and saw the learning and instructing of Buddhists and accepted that it was outstanding amongst other spot to learn Buddhism. The Panchumahadeva sanctuaries are accepted to be worked in the period of Jagadguru AdiShankaracharya. Consequently the spot is a blend of both Buddhism and Hinduism. :Water from the falls streams down from 25 feet on the Banyan tree and changes over itself into a shower. Water of the Panjuria cascade is accepted to convey restorative properties. 42 Feet Height Statues of Lord Shiva and Parvati is the purpose of fascination.",https://i.imgur.com/UV1gIO4.jpg,https://i.imgur.com/c2lp4td.jpg https://i.imgur.com/81UtIrU.jpg https://i.imgur.com/SHHvQMH.jpg https://i.imgur.com/MUVfx7w.jpg https://i.imgur.com/yI1LLYa.jpg https://i.imgur.com/nkSDMsl.jpg
Mahendragiri Hill,OD_Gajapati_MahendragiriHill,Odisha,Gajapati,Paralakhemundi,18.974444,84.368056,Hills & Caves,The holistic place is though famous for the temple of Lord Shiva and Parshuram along with the scenic beauty of the hill,These hills are the ones that are often mentioned in the poetry of Kalidasa and Sarala das other than its mention in archeological works. The Mahendratanya River which flows down the mountain makes this place a very beautiful and attractive one. The thick vegetation in and around the place along with the birds and animals found there make this place a great one. Mahendragiri peak of Eastern Ghats is associated with many mythological legends as per Hindu Puranas and stories.,"The Mahendragiri hill stands at a height of 1501 metres. It is one of the seven famous Kulagiris in India. The highest peak of this hill is 51 Kms away from Berhampur. :Mahendragiri is associated with the Ramayana as Mahendra Parvata (mountain). It is a 'Kula Parvata' along with Malaya, Sahyadri, Parijatra, Shuktiman, Vindhya and Malyavaan. In the Puranas and Ramayana It is said that Parashurama was mediating on Mahendragiri when Lord Rama broke the sacred bow of Shiva. :Legend says that it is the place where Lord Parashurama, a chiranjeevi stays eternally and performs tapas.",https://i.imgur.com/brZO31f.jpg,https://i.imgur.com/6hglbPK.jpg
Khasada Waterfall,OD_Gajapati_KhasadaWaterfall,Odisha,Gajapati,Gajapati,19.256897,84.233418,Waterbodies,The waterfall is located between three mountains versing crystal clear water,It is an ideal setting for an outdoor picnic. The rocky terrain and the forests offer a very good option for short excursions. One can have a bath at the crystal clear waters and as the water isn’t too deep it’s safe.,"No hotels/Dhabas available nearby, so plan accordingly if you are planning for a picnic.You have to carry all the essential items from Chandragiri and cook there.Carry all essential items and food with you. There are a few shops selling snacks, cold drinks, bottled drinking water and biscuits. Nearest ATM and petrol pump is located at Chandragiri.",https://i.imgur.com/V60X7gc.jpg,https://i.imgur.com/YEE0oeO.jpg https://i.imgur.com/jYSw8v3.jpg https://i.imgur.com/UoV7Gh8.jpg https://i.imgur.com/ukTl3Vc.jpg https://i.imgur.com/3bgjOvT.jpg
Jirang Monastery,OD_Gajapati_JirangMonastery,Odisha,Gajapati,Mohana,19.273302,84.263355,Religious Sites,It is said to be the largest Buddhist monastery in Eastern India. It was inaugurated by the Dalai Lama,"The Padmasambhava Mahavihara Monastery(Odia: ପଦ୍ମସମ୍ଭବ ମହା ବୌଦ୍ଧ ବିହାର), also known as Thupten Mindrolling Monastery is the main monastery belonging to the Ripa Lineage. It is the largest monastery in Eastern India. The monastery was inaugurated by His Holiness The Dalai Lama in 2010. It is a residence cum college for budding Buddhist monks who come from all over India here to study.","Odisha’s Little Tibet- is not as well-known as the abode of his holiness the Dalai Lama at Mcleodganj in Dharamsala and Majnu ka Tila in Delhi, but it offered the Tibetan settler’s a home nevertheless after China invaded Tibet in 1959. :The first batch of Tibetan’s arrived in Chandragiri on 1st May 1963. Since arriving they have not only made Chandragiri and the adjoining camps at Labarasingh, Mahendragadh, Tankilipadar (all located at a radius of 4-5 KM around Chandragiri) their home, but through their enterprise and demeanor added colour to the picturesque mountains of the Eastern Ghats in this part of Odisha. The Tibetan’s have named this place “Phuntsokling”– which means land of plenty and happiness. :The Avalokiteswara statue in a sitting position at  Mahedragad is another attraction along with the Monastery at Labarasingh. Don’t miss the peace pagoda at the entrance of Camp No. 4.",https://i.imgur.com/EDFPVwO.jpg,https://i.imgur.com/WlVm83y.jpg https://i.imgur.com/rgdHUpL.jpg https://i.imgur.com/teDX24v.jpg https://i.imgur.com/WJpshgz.jpg https://i.imgur.com/397kzbx.jpg https://i.imgur.com/x2Kyriz.png https://i.imgur.com/jPZApyj.jpg
